domain,agent,classification,allowed,rule_source,matched_rule_directive,matched_rule_path,robots_url,robots_status,robots_error
7-eleven.com,GPTBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,ClaudeBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Google-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,CCBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Amazonbot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Applebot-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Bytespider,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,FacebookBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,meta-externalagent,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,OAI-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Claude-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,PerplexityBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,YouBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,ChatGPT-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
7-eleven.com,Claude-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.7-eleven.com/robots.txt,200,
aholddelhaize.com,GPTBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,ClaudeBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Google-Extended,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,CCBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Amazonbot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Applebot-Extended,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Bytespider,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,FacebookBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,meta-externalagent,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,OAI-SearchBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Claude-SearchBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,PerplexityBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,YouBot,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,ChatGPT-User,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
aholddelhaize.com,Claude-User,Wildcard Rule (Allowed),True,wildcard,allow,/,https://aholddelhaize.com/robots.txt,200,
albertsons.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
albertsons.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.albertsons.com/robots.txt,403,
amazon.com,GPTBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,ClaudeBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,Google-Extended,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,CCBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,Amazonbot,Wildcard Rule (Allowed),True,wildcard,,,https://www.amazon.com/robots.txt,200,
amazon.com,Applebot-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.amazon.com/robots.txt,200,
amazon.com,Bytespider,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,FacebookBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.amazon.com/robots.txt,200,
amazon.com,meta-externalagent,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,OAI-SearchBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,Claude-SearchBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,PerplexityBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,YouBot,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,ChatGPT-User,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
amazon.com,Claude-User,Explicitly Blocked,False,explicit,disallow,/,https://www.amazon.com/robots.txt,200,
belk.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
belk.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://belk.com/robots.txt,403,
bestbuy.com,GPTBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,ClaudeBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Google-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,CCBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Amazonbot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Applebot-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Bytespider,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,FacebookBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,meta-externalagent,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,OAI-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Claude-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,PerplexityBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,YouBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,ChatGPT-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bestbuy.com,Claude-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.bestbuy.com/robots.txt,200,
bloomingdales.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
bloomingdales.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.bloomingdales.com/robots.txt,403,
caseys.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
caseys.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://caseys.com/robots.txt,403,
chewy.com,GPTBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,ClaudeBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,Google-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,CCBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,Amazonbot,Explicitly Blocked,False,explicit,disallow,/,https://www.chewy.com/robots.txt,200,
chewy.com,Applebot-Extended,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,Bytespider,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,FacebookBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,meta-externalagent,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,OAI-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,Claude-SearchBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,PerplexityBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,YouBot,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,ChatGPT-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
chewy.com,Claude-User,Wildcard Rule (Allowed),True,wildcard,,,https://www.chewy.com/robots.txt,200,
costco.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
costco.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.costco.com/robots.txt,403,
cvs.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
cvs.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.cvs.com/robots.txt,403,
dickssportinggoods.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dickssportinggoods.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://dickssportinggoods.com/robots.txt,0,"ReadTimeout: HTTPConnectionPool(host='dickssportinggoods.com', port=80): Read timed out. (read timeout=15.0)"
dollargeneral.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Google-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,CCBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Amazonbot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Applebot-Extended,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Bytespider,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,FacebookBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,meta-externalagent,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,OAI-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Claude-SearchBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,PerplexityBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,YouBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,ChatGPT-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollargeneral.com,Claude-User,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollargeneral.com/robots.txt,403,
dollartree.com,GPTBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollartree.com/robots.txt,403,
dollartree.com,ClaudeBot,No Matching Rules (Implicitly Allowed),True,none,,,https://www.dollartree.com/robots.txt,403,
